101,6,17.0836079469882
106,5,12.3865250917152
109,4,10.4182572942227
105,4,10.6771255261265
106,5,17.7769432822242
102,5,10.6416016584262
103,4,11.9245548010804
109,6,17.8981156391092
101,2,15.0272464379668
109,6,15.5072408053093
106,6,17.203759632539
103,4,12.7600663085468
104,4,15.1191808283329
106,5,11.5046922629699
102,5,10.2210800768808
105,6,10.8475203136913
107,5,16.3755286904052
106,2,14.6371102402918
101,1,10.5983937205747
103,6,13.4712214092724
107,2,13.1381104886532
101,5,12.5927308411337
109,5,10.0204034545459
106,6,17.7183865103871
108,6,16.0295544657856
102,2,11.378907833714
104,2,16.1750384396873
108,5,19.6257419208996
105,5,18.3158283005469
107,3,18.4198554768227
106,2,15.4436976322904
102,4,11.9275077921338
108,3,13.7031169841066
109,5,15.7200231403112
106,6,12.0038311416283
103,4,13.0987442727201
104,6,17.1203023730777
108,6,11.197538850829
104,3,15.4236988467164
101,2,14.5816108561121
103,6,18.3776073227637
105,5,16.5941356401891
109,6,14.5704920729622
103,4,16.1696007614955
101,3,19.4128784141503
107,2,14.3269895156845
102,4,18.408851751592
104,5,14.5628687203862
107,3,14.6714315889403
103,2,15.0020941160619
